"file"	"rel_file"	"line"	"token"	"text"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"212"	"BLOCKED_FOR_CAUSAL_CLAIM"	"Seia;Seia;MUNICIPIO;143.81348358337112;5.992228482640463;13356.638434940909;11239.889423760067;23314.288095876967;3.0;7.0;HIGH;143.8134835833711;115.05078686669688;-28.762696716674213;Acrisols;1.0;Fallback WRB global class from raster metadata after zonal and centroid extraction failures.;3018745.0;17691.547070865185;3402.786944196163;63678415336.29637;HIGH_PRIORITY;""IECH_mean=143.81348358337112; recurrence=HIGH; delta_S1_minus_S0=-28.762696716674213; WRB as contextual descriptor."";SMOKE_ROUTE_BLOCKED;HOLD;BLOCKED_FOR_CAUSAL_CLAIM;NO-GO_SCIENTIFIC_THRESHOLD;""v0_gfas_era5_real|THRESHOLD_DEFINED_AS_INDEXED_METHOD;BLOCKED_SPATIAL_SMOKE_CLAIM;BLOCKED_POPULATION_EXPOSURE_CLAIM"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"212"	"NO-GO_SCIENTIFIC_THRESHOLD"	"Seia;Seia;MUNICIPIO;143.81348358337112;5.992228482640463;13356.638434940909;11239.889423760067;23314.288095876967;3.0;7.0;HIGH;143.8134835833711;115.05078686669688;-28.762696716674213;Acrisols;1.0;Fallback WRB global class from raster metadata after zonal and centroid extraction failures.;3018745.0;17691.547070865185;3402.786944196163;63678415336.29637;HIGH_PRIORITY;""IECH_mean=143.81348358337112; recurrence=HIGH; delta_S1_minus_S0=-28.762696716674213; WRB as contextual descriptor."";SMOKE_ROUTE_BLOCKED;HOLD;BLOCKED_FOR_CAUSAL_CLAIM;NO-GO_SCIENTIFIC_THRESHOLD;""v0_gfas_era5_real|THRESHOLD_DEFINED_AS_INDEXED_METHOD;BLOCKED_SPATIAL_SMOKE_CLAIM;BLOCKED_POPULATION_EXPOSURE_CLAIM"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"213"	"v0_gfas_era5_real"	"Seixal;Seixal;MUNICIPIO;143.81348358337112;5.992228482640463;116717.11594773924;126334.36935974669;234.67089995715935;2.0;0.0;LOW;143.8134835833711;115.05078686669688;-28.762696716674213;Acrisols;1.0;Fallback WRB global class from raster metadata after zonal and centroid extraction failures.;7082283.0;222.46950938066166;7.672704638289556;1629932289.9287798;MONITOR;""IECH_mean=143.81348358337112; recurrence=LOW; delta_S1_minus_S0=-28.762696716674213; WRB as contextual descriptor."";SMOKE_ROUTE_BLOCKED;HOLD;BLOCKED_FOR_CAUSAL_CLAIM;NO-GO_SCIENTIFIC_THRESHOLD;""v0_gfas_era5_real|THRESHOLD_DEFINED_AS_INDEXED_METHOD;BLOCKED_SPATIAL_SMOKE_CLAIM;BLOCKED_POPULATION_EXPOSURE_CLAIM"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"213"	"GFAS"	"Seixal;Seixal;MUNICIPIO;143.81348358337112;5.992228482640463;116717.11594773924;126334.36935974669;234.67089995715935;2.0;0.0;LOW;143.8134835833711;115.05078686669688;-28.762696716674213;Acrisols;1.0;Fallback WRB global class from raster metadata after zonal and centroid extraction failures.;7082283.0;222.46950938066166;7.672704638289556;1629932289.9287798;MONITOR;""IECH_mean=143.81348358337112; recurrence=LOW; delta_S1_minus_S0=-28.762696716674213; WRB as contextual descriptor."";SMOKE_ROUTE_BLOCKED;HOLD;BLOCKED_FOR_CAUSAL_CLAIM;NO-GO_SCIENTIFIC_THRESHOLD;""v0_gfas_era5_real|THRESHOLD_DEFINED_AS_INDEXED_METHOD;BLOCKED_SPATIAL_SMOKE_CLAIM;BLOCKED_POPULATION_EXPOSURE_CLAIM"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"213"	"ERA5"	"Seixal;Seixal;MUNICIPIO;143.81348358337112;5.992228482640463;116717.11594773924;126334.36935974669;234.67089995715935;2.0;0.0;LOW;143.8134835833711;115.05078686669688;-28.762696716674213;Acrisols;1.0;Fallback WRB global class from raster metadata after zonal and centroid extraction failures.;7082283.0;222.46950938066166;7.672704638289556;1629932289.9287798;MONITOR;""IECH_mean=143.81348358337112; recurrence=LOW; delta_S1_minus_S0=-28.762696716674213; WRB as contextual descriptor."";SMOKE_ROUTE_BLOCKED;HOLD;BLOCKED_FOR_CAUSAL_CLAIM;NO-GO_SCIENTIFIC_THRESHOLD;""v0_gfas_era5_real|THRESHOLD_DEFINED_AS_INDEXED_METHOD;BLOCKED_SPATIAL_SMOKE_CLAIM;BLOCKED_POPULATION_EXPOSURE_CLAIM"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"213"	"SMOKE_ROUTE_BLOCKED"	"Seixal;Seixal;MUNICIPIO;143.81348358337112;5.992228482640463;116717.11594773924;126334.36935974669;234.67089995715935;2.0;0.0;LOW;143.8134835833711;115.05078686669688;-28.762696716674213;Acrisols;1.0;Fallback WRB global class from raster metadata after zonal and centroid extraction failures.;7082283.0;222.46950938066166;7.672704638289556;1629932289.9287798;MONITOR;""IECH_mean=143.81348358337112; recurrence=LOW; delta_S1_minus_S0=-28.762696716674213; WRB as contextual descriptor."";SMOKE_ROUTE_BLOCKED;HOLD;BLOCKED_FOR_CAUSAL_CLAIM;NO-GO_SCIENTIFIC_THRESHOLD;""v0_gfas_era5_real|THRESHOLD_DEFINED_AS_INDEXED_METHOD;BLOCKED_SPATIAL_SMOKE_CLAIM;BLOCKED_POPULATION_EXPOSURE_CLAIM"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"213"	"BLOCKED_FOR_CAUSAL_CLAIM"	"Seixal;Seixal;MUNICIPIO;143.81348358337112;5.992228482640463;116717.11594773924;126334.36935974669;234.67089995715935;2.0;0.0;LOW;143.8134835833711;115.05078686669688;-28.762696716674213;Acrisols;1.0;Fallback WRB global class from raster metadata after zonal and centroid extraction failures.;7082283.0;222.46950938066166;7.672704638289556;1629932289.9287798;MONITOR;""IECH_mean=143.81348358337112; recurrence=LOW; delta_S1_minus_S0=-28.762696716674213; WRB as contextual descriptor."";SMOKE_ROUTE_BLOCKED;HOLD;BLOCKED_FOR_CAUSAL_CLAIM;NO-GO_SCIENTIFIC_THRESHOLD;""v0_gfas_era5_real|THRESHOLD_DEFINED_AS_INDEXED_METHOD;BLOCKED_SPATIAL_SMOKE_CLAIM;BLOCKED_POPULATION_EXPOSURE_CLAIM"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"213"	"NO-GO_SCIENTIFIC_THRESHOLD"	"Seixal;Seixal;MUNICIPIO;143.81348358337112;5.992228482640463;116717.11594773924;126334.36935974669;234.67089995715935;2.0;0.0;LOW;143.8134835833711;115.05078686669688;-28.762696716674213;Acrisols;1.0;Fallback WRB global class from raster metadata after zonal and centroid extraction failures.;7082283.0;222.46950938066166;7.672704638289556;1629932289.9287798;MONITOR;""IECH_mean=143.81348358337112; recurrence=LOW; delta_S1_minus_S0=-28.762696716674213; WRB as contextual descriptor."";SMOKE_ROUTE_BLOCKED;HOLD;BLOCKED_FOR_CAUSAL_CLAIM;NO-GO_SCIENTIFIC_THRESHOLD;""v0_gfas_era5_real|THRESHOLD_DEFINED_AS_INDEXED_METHOD;BLOCKED_SPATIAL_SMOKE_CLAIM;BLOCKED_POPULATION_EXPOSURE_CLAIM"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"214"	"v0_gfas_era5_real"	"Sernancelhe;Sernancelhe;MUNICIPIO;143.81348358337112;5.992228482640463;3307.729516027499;2968.903458075267;4272.907311617095;3.0;2.0;HIGH;143.8134835833711;115.05078686669688;-28.762696716674213;Acrisols;1.0;Fallback WRB global class from raster metadata after zonal and centroid extraction failures.;1193492.0;761.1002974718223;3275.357183826564;4817479712.2697735;HIGH_PRIORITY;""IECH_mean=143.81348358337112; recurrence=HIGH; delta_S1_minus_S0=-28.762696716674213; WRB as contextual descriptor."";SMOKE_ROUTE_BLOCKED;HOLD;BLOCKED_FOR_CAUSAL_CLAIM;NO-GO_SCIENTIFIC_THRESHOLD;""v0_gfas_era5_real|THRESHOLD_DEFINED_AS_INDEXED_METHOD;BLOCKED_SPATIAL_SMOKE_CLAIM;BLOCKED_POPULATION_EXPOSURE_CLAIM"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"214"	"GFAS"	"Sernancelhe;Sernancelhe;MUNICIPIO;143.81348358337112;5.992228482640463;3307.729516027499;2968.903458075267;4272.907311617095;3.0;2.0;HIGH;143.8134835833711;115.05078686669688;-28.762696716674213;Acrisols;1.0;Fallback WRB global class from raster metadata after zonal and centroid extraction failures.;1193492.0;761.1002974718223;3275.357183826564;4817479712.2697735;HIGH_PRIORITY;""IECH_mean=143.81348358337112; recurrence=HIGH; delta_S1_minus_S0=-28.762696716674213; WRB as contextual descriptor."";SMOKE_ROUTE_BLOCKED;HOLD;BLOCKED_FOR_CAUSAL_CLAIM;NO-GO_SCIENTIFIC_THRESHOLD;""v0_gfas_era5_real|THRESHOLD_DEFINED_AS_INDEXED_METHOD;BLOCKED_SPATIAL_SMOKE_CLAIM;BLOCKED_POPULATION_EXPOSURE_CLAIM"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"214"	"ERA5"	"Sernancelhe;Sernancelhe;MUNICIPIO;143.81348358337112;5.992228482640463;3307.729516027499;2968.903458075267;4272.907311617095;3.0;2.0;HIGH;143.8134835833711;115.05078686669688;-28.762696716674213;Acrisols;1.0;Fallback WRB global class from raster metadata after zonal and centroid extraction failures.;1193492.0;761.1002974718223;3275.357183826564;4817479712.2697735;HIGH_PRIORITY;""IECH_mean=143.81348358337112; recurrence=HIGH; delta_S1_minus_S0=-28.762696716674213; WRB as contextual descriptor."";SMOKE_ROUTE_BLOCKED;HOLD;BLOCKED_FOR_CAUSAL_CLAIM;NO-GO_SCIENTIFIC_THRESHOLD;""v0_gfas_era5_real|THRESHOLD_DEFINED_AS_INDEXED_METHOD;BLOCKED_SPATIAL_SMOKE_CLAIM;BLOCKED_POPULATION_EXPOSURE_CLAIM"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"214"	"SMOKE_ROUTE_BLOCKED"	"Sernancelhe;Sernancelhe;MUNICIPIO;143.81348358337112;5.992228482640463;3307.729516027499;2968.903458075267;4272.907311617095;3.0;2.0;HIGH;143.8134835833711;115.05078686669688;-28.762696716674213;Acrisols;1.0;Fallback WRB global class from raster metadata after zonal and centroid extraction failures.;1193492.0;761.1002974718223;3275.357183826564;4817479712.2697735;HIGH_PRIORITY;""IECH_mean=143.81348358337112; recurrence=HIGH; delta_S1_minus_S0=-28.762696716674213; WRB as contextual descriptor."";SMOKE_ROUTE_BLOCKED;HOLD;BLOCKED_FOR_CAUSAL_CLAIM;NO-GO_SCIENTIFIC_THRESHOLD;""v0_gfas_era5_real|THRESHOLD_DEFINED_AS_INDEXED_METHOD;BLOCKED_SPATIAL_SMOKE_CLAIM;BLOCKED_POPULATION_EXPOSURE_CLAIM"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"214"	"BLOCKED_FOR_CAUSAL_CLAIM"	"Sernancelhe;Sernancelhe;MUNICIPIO;143.81348358337112;5.992228482640463;3307.729516027499;2968.903458075267;4272.907311617095;3.0;2.0;HIGH;143.8134835833711;115.05078686669688;-28.762696716674213;Acrisols;1.0;Fallback WRB global class from raster metadata after zonal and centroid extraction failures.;1193492.0;761.1002974718223;3275.357183826564;4817479712.2697735;HIGH_PRIORITY;""IECH_mean=143.81348358337112; recurrence=HIGH; delta_S1_minus_S0=-28.762696716674213; WRB as contextual descriptor."";SMOKE_ROUTE_BLOCKED;HOLD;BLOCKED_FOR_CAUSAL_CLAIM;NO-GO_SCIENTIFIC_THRESHOLD;""v0_gfas_era5_real|THRESHOLD_DEFINED_AS_INDEXED_METHOD;BLOCKED_SPATIAL_SMOKE_CLAIM;BLOCKED_POPULATION_EXPOSURE_CLAIM"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"214"	"NO-GO_SCIENTIFIC_THRESHOLD"	"Sernancelhe;Sernancelhe;MUNICIPIO;143.81348358337112;5.992228482640463;3307.729516027499;2968.903458075267;4272.907311617095;3.0;2.0;HIGH;143.8134835833711;115.05078686669688;-28.762696716674213;Acrisols;1.0;Fallback WRB global class from raster metadata after zonal and centroid extraction failures.;1193492.0;761.1002974718223;3275.357183826564;4817479712.2697735;HIGH_PRIORITY;""IECH_mean=143.81348358337112; recurrence=HIGH; delta_S1_minus_S0=-28.762696716674213; WRB as contextual descriptor."";SMOKE_ROUTE_BLOCKED;HOLD;BLOCKED_FOR_CAUSAL_CLAIM;NO-GO_SCIENTIFIC_THRESHOLD;""v0_gfas_era5_real|THRESHOLD_DEFINED_AS_INDEXED_METHOD;BLOCKED_SPATIAL_SMOKE_CLAIM;BLOCKED_POPULATION_EXPOSURE_CLAIM"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"215"	"v0_gfas_era5_real"	"Serpa;Serpa;MUNICIPIO;143.81348358337112;5.992228482640463;9347.784361028585;8262.829563425732;535.7978121167646;3.0;0.0;LOW;143.8134835833711;115.05078686669688;-28.762696716674213;Acrisols;1.0;Fallback WRB global class from raster metadata after zonal and centroid extraction failures.;2099950.0;184.42794674412147;34.004268358765856;458696730.10530823;MONITOR;""IECH_mean=143.81348358337112; recurrence=LOW; delta_S1_minus_S0=-28.762696716674213; WRB as contextual descriptor."";SMOKE_ROUTE_BLOCKED;HOLD;BLOCKED_FOR_CAUSAL_CLAIM;NO-GO_SCIENTIFIC_THRESHOLD;""v0_gfas_era5_real|THRESHOLD_DEFINED_AS_INDEXED_METHOD;BLOCKED_SPATIAL_SMOKE_CLAIM;BLOCKED_POPULATION_EXPOSURE_CLAIM"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"215"	"GFAS"	"Serpa;Serpa;MUNICIPIO;143.81348358337112;5.992228482640463;9347.784361028585;8262.829563425732;535.7978121167646;3.0;0.0;LOW;143.8134835833711;115.05078686669688;-28.762696716674213;Acrisols;1.0;Fallback WRB global class from raster metadata after zonal and centroid extraction failures.;2099950.0;184.42794674412147;34.004268358765856;458696730.10530823;MONITOR;""IECH_mean=143.81348358337112; recurrence=LOW; delta_S1_minus_S0=-28.762696716674213; WRB as contextual descriptor."";SMOKE_ROUTE_BLOCKED;HOLD;BLOCKED_FOR_CAUSAL_CLAIM;NO-GO_SCIENTIFIC_THRESHOLD;""v0_gfas_era5_real|THRESHOLD_DEFINED_AS_INDEXED_METHOD;BLOCKED_SPATIAL_SMOKE_CLAIM;BLOCKED_POPULATION_EXPOSURE_CLAIM"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"215"	"ERA5"	"Serpa;Serpa;MUNICIPIO;143.81348358337112;5.992228482640463;9347.784361028585;8262.829563425732;535.7978121167646;3.0;0.0;LOW;143.8134835833711;115.05078686669688;-28.762696716674213;Acrisols;1.0;Fallback WRB global class from raster metadata after zonal and centroid extraction failures.;2099950.0;184.42794674412147;34.004268358765856;458696730.10530823;MONITOR;""IECH_mean=143.81348358337112; recurrence=LOW; delta_S1_minus_S0=-28.762696716674213; WRB as contextual descriptor."";SMOKE_ROUTE_BLOCKED;HOLD;BLOCKED_FOR_CAUSAL_CLAIM;NO-GO_SCIENTIFIC_THRESHOLD;""v0_gfas_era5_real|THRESHOLD_DEFINED_AS_INDEXED_METHOD;BLOCKED_SPATIAL_SMOKE_CLAIM;BLOCKED_POPULATION_EXPOSURE_CLAIM"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"215"	"SMOKE_ROUTE_BLOCKED"	"Serpa;Serpa;MUNICIPIO;143.81348358337112;5.992228482640463;9347.784361028585;8262.829563425732;535.7978121167646;3.0;0.0;LOW;143.8134835833711;115.05078686669688;-28.762696716674213;Acrisols;1.0;Fallback WRB global class from raster metadata after zonal and centroid extraction failures.;2099950.0;184.42794674412147;34.004268358765856;458696730.10530823;MONITOR;""IECH_mean=143.81348358337112; recurrence=LOW; delta_S1_minus_S0=-28.762696716674213; WRB as contextual descriptor."";SMOKE_ROUTE_BLOCKED;HOLD;BLOCKED_FOR_CAUSAL_CLAIM;NO-GO_SCIENTIFIC_THRESHOLD;""v0_gfas_era5_real|THRESHOLD_DEFINED_AS_INDEXED_METHOD;BLOCKED_SPATIAL_SMOKE_CLAIM;BLOCKED_POPULATION_EXPOSURE_CLAIM"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"215"	"BLOCKED_FOR_CAUSAL_CLAIM"	"Serpa;Serpa;MUNICIPIO;143.81348358337112;5.992228482640463;9347.784361028585;8262.829563425732;535.7978121167646;3.0;0.0;LOW;143.8134835833711;115.05078686669688;-28.762696716674213;Acrisols;1.0;Fallback WRB global class from raster metadata after zonal and centroid extraction failures.;2099950.0;184.42794674412147;34.004268358765856;458696730.10530823;MONITOR;""IECH_mean=143.81348358337112; recurrence=LOW; delta_S1_minus_S0=-28.762696716674213; WRB as contextual descriptor."";SMOKE_ROUTE_BLOCKED;HOLD;BLOCKED_FOR_CAUSAL_CLAIM;NO-GO_SCIENTIFIC_THRESHOLD;""v0_gfas_era5_real|THRESHOLD_DEFINED_AS_INDEXED_METHOD;BLOCKED_SPATIAL_SMOKE_CLAIM;BLOCKED_POPULATION_EXPOSURE_CLAIM"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"215"	"NO-GO_SCIENTIFIC_THRESHOLD"	"Serpa;Serpa;MUNICIPIO;143.81348358337112;5.992228482640463;9347.784361028585;8262.829563425732;535.7978121167646;3.0;0.0;LOW;143.8134835833711;115.05078686669688;-28.762696716674213;Acrisols;1.0;Fallback WRB global class from raster metadata after zonal and centroid extraction failures.;2099950.0;184.42794674412147;34.004268358765856;458696730.10530823;MONITOR;""IECH_mean=143.81348358337112; recurrence=LOW; delta_S1_minus_S0=-28.762696716674213; WRB as contextual descriptor."";SMOKE_ROUTE_BLOCKED;HOLD;BLOCKED_FOR_CAUSAL_CLAIM;NO-GO_SCIENTIFIC_THRESHOLD;""v0_gfas_era5_real|THRESHOLD_DEFINED_AS_INDEXED_METHOD;BLOCKED_SPATIAL_SMOKE_CLAIM;BLOCKED_POPULATION_EXPOSURE_CLAIM"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"216"	"v0_gfas_era5_real"	"Sertã;Sertã;MUNICIPIO;143.81348358337112;5.992228482640463;9190.952656110105;8158.971966220412;22782.38276455499;3.0;6.0;HIGH;143.8134835833711;115.05078686669688;-28.762696716674213;Acrisols;1.0;Fallback WRB global class from raster metadata after zonal and centroid extraction failures.;2170897.0;15996.310772987232;5015.521141538246;45614522867.74762;HIGH_PRIORITY;""IECH_mean=143.81348358337112; recurrence=HIGH; delta_S1_minus_S0=-28.762696716674213; WRB as contextual descriptor."";SMOKE_ROUTE_BLOCKED;HOLD;BLOCKED_FOR_CAUSAL_CLAIM;NO-GO_SCIENTIFIC_THRESHOLD;""v0_gfas_era5_real|THRESHOLD_DEFINED_AS_INDEXED_METHOD;BLOCKED_SPATIAL_SMOKE_CLAIM;BLOCKED_POPULATION_EXPOSURE_CLAIM"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"216"	"GFAS"	"Sertã;Sertã;MUNICIPIO;143.81348358337112;5.992228482640463;9190.952656110105;8158.971966220412;22782.38276455499;3.0;6.0;HIGH;143.8134835833711;115.05078686669688;-28.762696716674213;Acrisols;1.0;Fallback WRB global class from raster metadata after zonal and centroid extraction failures.;2170897.0;15996.310772987232;5015.521141538246;45614522867.74762;HIGH_PRIORITY;""IECH_mean=143.81348358337112; recurrence=HIGH; delta_S1_minus_S0=-28.762696716674213; WRB as contextual descriptor."";SMOKE_ROUTE_BLOCKED;HOLD;BLOCKED_FOR_CAUSAL_CLAIM;NO-GO_SCIENTIFIC_THRESHOLD;""v0_gfas_era5_real|THRESHOLD_DEFINED_AS_INDEXED_METHOD;BLOCKED_SPATIAL_SMOKE_CLAIM;BLOCKED_POPULATION_EXPOSURE_CLAIM"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"216"	"ERA5"	"Sertã;Sertã;MUNICIPIO;143.81348358337112;5.992228482640463;9190.952656110105;8158.971966220412;22782.38276455499;3.0;6.0;HIGH;143.8134835833711;115.05078686669688;-28.762696716674213;Acrisols;1.0;Fallback WRB global class from raster metadata after zonal and centroid extraction failures.;2170897.0;15996.310772987232;5015.521141538246;45614522867.74762;HIGH_PRIORITY;""IECH_mean=143.81348358337112; recurrence=HIGH; delta_S1_minus_S0=-28.762696716674213; WRB as contextual descriptor."";SMOKE_ROUTE_BLOCKED;HOLD;BLOCKED_FOR_CAUSAL_CLAIM;NO-GO_SCIENTIFIC_THRESHOLD;""v0_gfas_era5_real|THRESHOLD_DEFINED_AS_INDEXED_METHOD;BLOCKED_SPATIAL_SMOKE_CLAIM;BLOCKED_POPULATION_EXPOSURE_CLAIM"""
